,type,# terminal,# cells,fm_ind,t_ind,k,time
9901,poly_tree,12,200,0006,0,10,513.820906162262
9902,poly_tree,12,200,0006,1,4,701.252489566803
9903,poly_tree,12,200,0006,1,5,576.8535215854645
9904,poly_tree,12,200,0006,1,6,522.7414286136627
9905,poly_tree,12,200,0006,1,7,567.4116978645325
9906,poly_tree,12,200,0006,1,8,809.1222865581512
9907,poly_tree,12,200,0006,1,9,791.6532068252563
9908,poly_tree,12,200,0006,1,10,970.6317038536072
9909,poly_tree,12,200,0006,2,4,265.2187268733978
9910,poly_tree,12,200,0006,2,5,235.81312060356143
9911,poly_tree,12,200,0006,2,6,238.0976574420929
9912,poly_tree,12,200,0006,2,7,241.35355377197266
9913,poly_tree,12,200,0006,2,8,289.1717519760131
9914,poly_tree,12,200,0006,2,9,240.0514943599701
9915,poly_tree,12,200,0006,2,10,268.8140559196472
9916,poly_tree,12,200,0006,3,4,500.59094309806824
9917,poly_tree,12,200,0006,3,5,469.4421236515045
9918,poly_tree,12,200,0006,3,6,594.5782926082611
9919,poly_tree,12,200,0006,3,7,741.8453967571259
9920,poly_tree,12,200,0006,3,8,758.7454965114594
9921,poly_tree,12,200,0006,3,9,682.5265183448792
9922,poly_tree,12,200,0006,3,10,627.4269099235535
9923,poly_tree,12,200,0006,4,4,343.98465752601624
9924,poly_tree,12,200,0006,4,5,325.0445008277893
9925,poly_tree,12,200,0006,4,6,348.31543040275574
9926,poly_tree,12,200,0006,4,7,346.0623767375946
9927,poly_tree,12,200,0006,4,8,323.3355877399445
9928,poly_tree,12,200,0006,4,9,375.7462079524994
9929,poly_tree,12,200,0006,4,10,366.4118504524231
9930,poly_tree,12,200,0007,0,6,22.883301734924316
9931,poly_tree,12,200,0007,0,7,23.19524097442627
9932,poly_tree,12,200,0007,0,8,23.348778009414673
9933,poly_tree,12,200,0007,0,9,25.440285682678223
9934,poly_tree,12,200,0007,0,10,23.797042846679688
9935,poly_tree,12,200,0007,0,11,15.186642408370972
9936,poly_tree,12,200,0007,0,12,15.035415172576904
9937,poly_tree,12,200,0007,1,6,150.7609887123108
9938,poly_tree,12,200,0007,1,7,187.24154448509216
9939,poly_tree,12,200,0007,1,8,204.5072705745697
9940,poly_tree,12,200,0007,1,9,233.7650153636932
9941,poly_tree,12,200,0007,1,10,173.45471572875977
9942,poly_tree,12,200,0007,1,11,196.07610297203064
9943,poly_tree,12,200,0007,1,12,232.6702826023102
9944,poly_tree,12,200,0007,2,6,333.820663690567
9945,poly_tree,12,200,0007,2,7,315.6161584854126
9946,poly_tree,12,200,0007,2,8,308.76228737831116
9947,poly_tree,12,200,0007,2,9,292.1195812225342
9948,poly_tree,12,200,0007,2,10,282.0381848812103
9949,poly_tree,12,200,0007,2,11,265.53529620170593
9950,poly_tree,12,200,0007,2,12,279.6627233028412
9951,poly_tree,12,200,0007,3,6,274.68768215179443
9952,poly_tree,12,200,0007,3,7,264.74581360816956
9953,poly_tree,12,200,0007,3,8,311.9591293334961
9954,poly_tree,12,200,0007,3,9,275.21929931640625
9955,poly_tree,12,200,0007,3,10,301.4213147163391
9956,poly_tree,12,200,0007,3,11,285.3261001110077
9957,poly_tree,12,200,0007,3,12,266.52337861061096
9958,poly_tree,12,200,0007,4,6,280.0643618106842
9959,poly_tree,12,200,0007,4,7,429.25253152847296
9960,poly_tree,12,200,0007,4,8,361.7234528064728
9961,poly_tree,12,200,0007,4,9,346.10694122314453
9962,poly_tree,12,200,0007,4,10,316.87724447250366
9963,poly_tree,12,200,0007,4,11,276.88955640792847
9964,poly_tree,12,200,0007,4,12,348.64981389045715
9965,poly_tree,12,200,0008,0,6,47.90200853347778
9966,poly_tree,12,200,0008,0,7,47.235008001327515
9967,poly_tree,12,200,0008,0,8,56.19761610031128
9968,poly_tree,12,200,0008,0,9,47.29623055458069
9969,poly_tree,12,200,0008,0,10,67.7810640335083
9970,poly_tree,12,200,0008,0,11,49.28286910057068
9971,poly_tree,12,200,0008,0,12,47.58077692985535
9972,poly_tree,12,200,0008,1,6,127.74075078964232
9973,poly_tree,12,200,0008,1,7,124.0022382736206
9974,poly_tree,12,200,0008,1,8,132.96342158317566
9975,poly_tree,12,200,0008,1,9,162.39846277236938
9976,poly_tree,12,200,0008,1,10,128.1366491317749
9977,poly_tree,12,200,0008,1,11,177.48795819282532
9978,poly_tree,12,200,0008,1,12,132.48194932937622
9979,poly_tree,12,200,0008,2,6,241.27669644355774
9980,poly_tree,12,200,0008,2,7,254.89608669281006
9981,poly_tree,12,200,0008,2,8,248.31852436065674
9982,poly_tree,12,200,0008,2,9,269.29342675209045
9983,poly_tree,12,200,0008,2,10,226.21400904655457
9984,poly_tree,12,200,0008,2,11,257.62933373451233
9985,poly_tree,12,200,0008,2,12,221.88431930541995
9986,poly_tree,12,200,0008,3,6,772.4877095222473
9987,poly_tree,12,200,0008,3,7,671.3876276016235
9988,poly_tree,12,200,0008,3,8,779.2694599628448
9989,poly_tree,12,200,0008,3,9,872.0295388698578
9990,poly_tree,12,200,0008,3,10,1133.5983138084412
9991,poly_tree,12,200,0008,3,11,1020.1926777362823
9992,poly_tree,12,200,0008,3,12,1182.6638004779818
9993,poly_tree,12,200,0008,4,6,339.013384103775
9994,poly_tree,12,200,0008,4,7,385.4347484111786
9995,poly_tree,12,200,0008,4,8,446.0847520828247
9996,poly_tree,12,200,0008,4,9,496.35295963287354
9997,poly_tree,12,200,0008,4,10,422.9821805953979
9998,poly_tree,12,200,0008,4,11,407.5060410499573
9999,poly_tree,12,200,0008,4,12,350.4391303062439
10000,poly_tree,12,200,0009,0,5,440.84761404991156
10001,poly_tree,12,200,0009,0,6,382.15720152854925
10002,poly_tree,12,200,0009,0,7,383.25528383255005
10003,poly_tree,12,200,0009,0,8,427.307493686676
10004,poly_tree,12,200,0009,0,9,394.67877769470215
10005,poly_tree,12,200,0009,0,10,998.7437572479248
10006,poly_tree,12,200,0009,0,11,516.5866763591766
10007,poly_tree,12,200,0009,1,5,40.51488399505615
10008,poly_tree,12,200,0009,1,6,33.55858325958252
10009,poly_tree,12,200,0009,1,7,32.424973249435425
10010,poly_tree,12,200,0009,1,8,31.029237031936646
10011,poly_tree,12,200,0009,1,9,36.28979420661926
10012,poly_tree,12,200,0009,1,10,38.24174642562866
10013,poly_tree,12,200,0009,1,11,26.045243978500366
10014,poly_tree,12,200,0009,2,5,169.91576647758484
10015,poly_tree,12,200,0009,2,6,143.38906693458557
10016,poly_tree,12,200,0009,2,7,161.1748423576355
10017,poly_tree,12,200,0009,2,8,157.91877007484436
10018,poly_tree,12,200,0009,2,9,166.60327529907227
10019,poly_tree,12,200,0009,2,10,166.62735676765442
10020,poly_tree,12,200,0009,2,11,164.9555151462555
10021,poly_tree,12,200,0009,3,5,337.21988010406494
10022,poly_tree,12,200,0009,3,6,295.0600395202637
10023,poly_tree,12,200,0009,3,7,298.66637921333313
10024,poly_tree,12,200,0009,3,8,279.5830626487732
10025,poly_tree,12,200,0009,3,9,287.0122904777527
10026,poly_tree,12,200,0009,3,10,252.28121066093445
10027,poly_tree,12,200,0009,3,11,249.2540249824524
10028,poly_tree,12,200,0009,4,5,448.26682138442993
10029,poly_tree,12,200,0009,4,6,456.66013979911804
10030,poly_tree,12,200,0009,4,7,480.92362165451055
10031,poly_tree,12,200,0009,4,8,429.47629833221436
10032,poly_tree,12,200,0009,4,9,412.058554649353
10033,poly_tree,12,200,0009,4,10,357.23232889175415
10034,poly_tree,12,200,0009,4,11,321.659460067749
10035,poly_tree,12,200,0010,0,5,834.4516475200653
10036,poly_tree,12,200,0010,0,6,1814.595470905304
10037,poly_tree,12,200,0010,0,7,2486.0881338119507
10038,poly_tree,12,200,0010,0,8,5378.707656145096
10039,poly_tree,12,200,0010,0,9,3496.0122499465942
10040,poly_tree,12,200,0010,0,10,3478.0288696289062
10041,poly_tree,12,200,0010,0,11,5246.043108701706
10042,poly_tree,12,200,0010,1,5,1176.136932849884
10043,poly_tree,12,200,0010,1,6,1932.1145472526548
10044,poly_tree,12,200,0010,1,7,1315.2860925197601
10045,poly_tree,12,200,0010,1,8,1524.501386165619
10046,poly_tree,12,200,0010,1,9,1713.6262593269348
10047,poly_tree,12,200,0010,1,10,1678.7257516384125
10048,poly_tree,12,200,0010,1,11,1552.948725938797
10049,poly_tree,12,200,0010,2,5,886.2739005088806
10050,poly_tree,12,200,0010,2,6,1323.0231297016144
10051,poly_tree,12,200,0010,2,7,1531.0851242542267
10052,poly_tree,12,200,0010,2,8,2407.42876124382
10053,poly_tree,12,200,0010,2,9,1625.582121372223
10054,poly_tree,12,200,0010,2,10,1402.0948853492737
10055,poly_tree,12,200,0010,2,11,1561.2142713069916
10056,poly_tree,12,200,0010,3,5,577.9134936332703
10057,poly_tree,12,200,0010,3,6,515.4298343658447
10058,poly_tree,12,200,0010,3,7,448.33105731010437
10059,poly_tree,12,200,0010,3,8,517.3257944583893
10060,poly_tree,12,200,0010,3,9,460.59909558296204
10061,poly_tree,12,200,0010,3,10,513.858570098877
10062,poly_tree,12,200,0010,3,11,710.3332018852234
10063,poly_tree,12,200,0010,4,5,1049.2332210540771
10064,poly_tree,12,200,0010,4,6,922.254637002945
10065,poly_tree,12,200,0010,4,7,1085.0163016319275
10066,poly_tree,12,200,0010,4,8,1124.3081109523773
10067,poly_tree,12,200,0010,4,9,1239.6573350429535
10068,poly_tree,12,200,0010,4,10,1238.6600675582886
10069,poly_tree,12,200,0010,4,11,1270.3282430171967
10070,poly_tree,12,200,0011,0,6,997.8466241359712
10071,poly_tree,12,200,0011,0,7,1310.2640261650083
10072,poly_tree,12,200,0011,0,8,1466.9805192947388
10073,poly_tree,12,200,0011,0,9,1391.8795161247251
10074,poly_tree,12,200,0011,0,10,1469.2016677856443
10075,poly_tree,12,200,0011,0,11,1551.468859910965
10076,poly_tree,12,200,0011,0,12,1532.745532989502
10077,poly_tree,12,200,0011,1,6,802.1285061836243
10078,poly_tree,12,200,0011,1,7,810.7757122516632
10079,poly_tree,12,200,0011,1,8,710.0466771125793
10080,poly_tree,12,200,0011,1,9,965.6849417686462
10081,poly_tree,12,200,0011,1,10,1113.9890694618225
10082,poly_tree,12,200,0011,1,11,1044.1163489818573
10083,poly_tree,12,200,0011,1,12,1284.4983410835266
10084,poly_tree,12,200,0011,2,6,673.242938041687
10085,poly_tree,12,200,0011,2,7,640.589870929718
10086,poly_tree,12,200,0011,2,8,567.4756696224213
10087,poly_tree,12,200,0011,2,9,593.2250049114227
10088,poly_tree,12,200,0011,2,10,674.0404210090637
10089,poly_tree,12,200,0011,2,11,764.3582165241241
10090,poly_tree,12,200,0011,2,12,792.2533686161041
10091,poly_tree,12,200,0011,3,6,1015.3560521602631
10092,poly_tree,12,200,0011,3,7,1081.2170813083649
10093,poly_tree,12,200,0011,3,8,1062.2375962734222
10094,poly_tree,12,200,0011,3,9,1077.4034793376923
10095,poly_tree,12,200,0011,3,10,1027.7169771194458
10096,poly_tree,12,200,0011,3,11,866.0954518318176
10097,poly_tree,12,200,0011,3,12,767.5245578289032
10098,poly_tree,12,200,0011,4,6,689.1704077720642
10099,poly_tree,12,200,0011,4,7,712.6181495189667
10100,poly_tree,12,200,0011,4,8,604.7443206310272
10101,poly_tree,12,200,0011,4,9,552.8386862277985
10102,poly_tree,12,200,0011,4,10,625.5552248954773
10103,poly_tree,12,200,0011,4,11,432.5975775718689
10104,poly_tree,12,200,0011,4,12,459.7821109294892
10105,poly_tree,12,200,0017,0,5,82.57054901123047
10106,poly_tree,12,200,0017,0,6,86.93434286117554
10107,poly_tree,12,200,0017,0,7,105.29624891281128
10108,poly_tree,12,200,0017,0,8,94.74057102203369
10109,poly_tree,12,200,0017,0,9,84.915771484375
10110,poly_tree,12,200,0017,0,10,79.59340047836304
10111,poly_tree,12,200,0017,0,11,74.68685507774353
10112,poly_tree,12,200,0017,1,5,486.0885224342346
10113,poly_tree,12,200,0017,1,6,502.71351265907293
10114,poly_tree,12,200,0017,1,7,539.2784240245819
10115,poly_tree,12,200,0017,1,8,497.60825872421265
10116,poly_tree,12,200,0017,1,9,1074.9166028499603
10117,poly_tree,12,200,0017,1,10,651.3104996681213
10118,poly_tree,12,200,0017,1,11,1027.8018281459808
10119,poly_tree,12,200,0017,2,5,580.3646204471588
10120,poly_tree,12,200,0017,2,6,783.970153093338
10121,poly_tree,12,200,0017,2,7,833.7266223430634
10122,poly_tree,12,200,0017,2,8,1233.6302685737612
10123,poly_tree,12,200,0017,2,9,1414.704192876816
10124,poly_tree,12,200,0017,2,10,1041.714941740036
10125,poly_tree,12,200,0017,2,11,1055.3259377479553
10126,poly_tree,12,200,0017,3,5,665.1404967308044
10127,poly_tree,12,200,0017,3,6,555.3180222511292
10128,poly_tree,12,200,0017,3,7,498.3112168312073
10129,poly_tree,12,200,0017,3,8,515.580376625061
10130,poly_tree,12,200,0017,3,9,589.4156563282013
10131,poly_tree,12,200,0017,3,10,732.7681202888489
10132,poly_tree,12,200,0017,3,11,1088.2086985111237
10133,poly_tree,12,200,0017,4,5,283.7006981372833
10134,poly_tree,12,200,0017,4,6,316.41884303092957
10135,poly_tree,12,200,0017,4,7,368.99232935905457
10136,poly_tree,12,200,0017,4,8,273.7305543422699
10137,poly_tree,12,200,0017,4,9,348.67722940444946
10138,poly_tree,12,200,0017,4,10,296.83708024024963
10139,poly_tree,12,200,0017,4,11,286.8950057029724
10140,poly_tree,12,200,0018,0,5,924.8082854747772
10141,poly_tree,12,200,0018,0,6,922.5803542137146
10142,poly_tree,12,200,0018,0,7,1397.2616884708405
10143,poly_tree,12,200,0018,0,8,2289.1096308231354
10144,poly_tree,12,200,0018,0,9,1454.6712307929993
10145,poly_tree,12,200,0018,0,10,1181.5357954502106
10146,poly_tree,12,200,0018,0,11,1376.5791368484497
10147,poly_tree,12,200,0018,1,5,219.50992512702942
10148,poly_tree,12,200,0018,1,6,232.96014523506165
10149,poly_tree,12,200,0018,1,7,300.11381912231445
10150,poly_tree,12,200,0018,1,8,311.34639501571655
10151,poly_tree,12,200,0018,1,9,315.0041561126709
10152,poly_tree,12,200,0018,1,10,358.6087987422943
10153,poly_tree,12,200,0018,1,11,234.34832763671872
10154,poly_tree,12,200,0018,2,5,212.46756982803345
10155,poly_tree,12,200,0018,2,6,234.22877740859985
10156,poly_tree,12,200,0018,2,7,161.73904633522034
10157,poly_tree,12,200,0018,2,8,166.6654875278473
10158,poly_tree,12,200,0018,2,9,154.61578178405762
10159,poly_tree,12,200,0018,2,10,157.96093893051147
10160,poly_tree,12,200,0018,2,11,72.10409426689148
10161,poly_tree,12,200,0018,3,5,542.4745659828186
10162,poly_tree,12,200,0018,3,6,672.6939649581909
10163,poly_tree,12,200,0018,3,7,707.1615331172943
10164,poly_tree,12,200,0018,3,8,692.1669869422913
10165,poly_tree,12,200,0018,3,9,662.6183180809021
10166,poly_tree,12,200,0018,3,10,584.2346432209015
10167,poly_tree,12,200,0018,3,11,723.7508337497711
10168,poly_tree,12,200,0018,4,5,299.3471164703369
10169,poly_tree,12,200,0018,4,6,437.08965945243835
10170,poly_tree,12,200,0018,4,7,472.3209578990937
10171,poly_tree,12,200,0018,4,8,527.843249797821
10172,poly_tree,12,200,0018,4,9,462.32005858421326
10173,poly_tree,12,200,0018,4,10,422.55859756469727
10174,poly_tree,12,200,0018,4,11,367.1412100791931
10175,poly_tree,12,200,0019,0,6,630.3029437065125
10176,poly_tree,12,200,0019,0,7,438.4445385932923
10177,poly_tree,12,200,0019,0,8,461.3208317756653
10178,poly_tree,12,200,0019,0,9,425.9564127922058
10179,poly_tree,12,200,0019,0,10,459.2658956050873
10180,poly_tree,12,200,0019,0,11,433.31428146362305
10181,poly_tree,12,200,0019,0,12,659.0211300849915
10182,poly_tree,12,200,0019,1,6,1459.856511592865
10183,poly_tree,12,200,0019,1,7,1949.8498802185056
10184,poly_tree,12,200,0019,1,8,1588.6349422931671
10185,poly_tree,12,200,0019,1,9,1779.6262531280518
10186,poly_tree,12,200,0019,1,10,2005.1674726009367
10187,poly_tree,12,200,0019,1,11,1985.6903624534607
10188,poly_tree,12,200,0019,1,12,1665.7857375144958
10189,poly_tree,12,200,0019,2,6,1426.6867790222168
10190,poly_tree,12,200,0019,2,7,2203.72314953804
10191,poly_tree,12,200,0019,2,8,2504.380878686905
10192,poly_tree,12,200,0019,2,9,2301.6194581985474
10193,poly_tree,12,200,0019,2,10,2745.1622257232666
10194,poly_tree,12,200,0019,2,11,2733.7795038223267
10195,poly_tree,12,200,0019,2,12,2596.1441462039948
10196,poly_tree,12,200,0019,3,6,495.9249131679535
10197,poly_tree,12,200,0019,3,7,613.6355419158936
10198,poly_tree,12,200,0019,3,8,501.6057131290436
10199,poly_tree,12,200,0019,3,9,462.4200863838196
10200,poly_tree,12,200,0019,3,10,415.2192161083222
10201,poly_tree,12,200,0019,3,11,356.0164518356323
10202,poly_tree,12,200,0019,3,12,300.0006787776947
10203,poly_tree,12,200,0019,4,6,469.3912637233734
10204,poly_tree,12,200,0019,4,7,475.69927191734314
10205,poly_tree,12,200,0019,4,8,447.86425614356995
10206,poly_tree,12,200,0019,4,9,382.28631925582886
10207,poly_tree,12,200,0019,4,10,369.36771726608276
10208,poly_tree,12,200,0019,4,11,320.4343523979187
10209,poly_tree,12,200,0019,4,12,324.71102142333984
10210,poly_tree,12,200,0020,0,6,178.35045289993286
10211,poly_tree,12,200,0020,0,7,162.35448694229126
10212,poly_tree,12,200,0020,0,8,165.42862963676453
10213,poly_tree,12,200,0020,0,9,171.88603162765503
10214,poly_tree,12,200,0020,0,10,145.9595925807953
10215,poly_tree,12,200,0020,0,11,167.9728343486786
10216,poly_tree,12,200,0020,0,12,142.0272147655487
10217,poly_tree,12,200,0020,1,6,142.88612413406372
10218,poly_tree,12,200,0020,1,7,151.1083493232727
10219,poly_tree,12,200,0020,1,8,167.14598298072815
10220,poly_tree,12,200,0020,1,9,125.15690708160399
10221,poly_tree,12,200,0020,1,10,150.10123419761658
10222,poly_tree,12,200,0020,1,11,140.59756207466125
10223,poly_tree,12,200,0020,1,12,124.15617012977599
10224,poly_tree,12,200,0020,2,6,36.82798790931702
10225,poly_tree,12,200,0020,2,7,35.144668102264404
10226,poly_tree,12,200,0020,2,8,37.77234482765198
10227,poly_tree,12,200,0020,2,9,33.926018953323364
10228,poly_tree,12,200,0020,2,10,34.00348663330078
10229,poly_tree,12,200,0020,2,11,31.27632451057434
10230,poly_tree,12,200,0020,2,12,26.080546140670776
10231,poly_tree,12,200,0020,3,6,389.07007217407227
10232,poly_tree,12,200,0020,3,7,376.8350832462311
10233,poly_tree,12,200,0020,3,8,375.89390802383423
10234,poly_tree,12,200,0020,3,9,333.38619446754456
10235,poly_tree,12,200,0020,3,10,304.1559724807739
10236,poly_tree,12,200,0020,3,11,336.8465940952301
10237,poly_tree,12,200,0020,3,12,296.8488025665283
10238,poly_tree,12,200,0020,4,6,123.91071701049803
10239,poly_tree,12,200,0020,4,7,110.34230732917786
10240,poly_tree,12,200,0020,4,8,86.73680591583252
10241,poly_tree,12,200,0020,4,9,68.2612657546997
10242,poly_tree,12,200,0020,4,10,69.60669469833374
10243,poly_tree,12,200,0020,4,11,96.97250390052795
10244,poly_tree,12,200,0020,4,12,77.12675666809082
10245,poly_tree,12,200,0021,0,5,320.793133020401
10246,poly_tree,12,200,0021,0,6,266.3651611804962
10247,poly_tree,12,200,0021,0,7,233.6245477199555
10248,poly_tree,12,200,0021,0,8,203.8794403076172
10249,poly_tree,12,200,0021,0,9,202.34459519386292
10250,poly_tree,12,200,0021,0,10,207.33977484703064
10251,poly_tree,12,200,0021,0,11,216.08080124855042
10252,poly_tree,12,200,0021,1,5,246.11975240707397
10253,poly_tree,12,200,0021,1,6,234.24054050445557
10254,poly_tree,12,200,0021,1,7,260.71751070022583
10255,poly_tree,12,200,0021,1,8,259.90851855278015
10256,poly_tree,12,200,0021,1,9,283.16065096855164
10257,poly_tree,12,200,0021,1,10,251.8719432353973
10258,poly_tree,12,200,0021,1,11,260.680428981781
10259,poly_tree,12,200,0021,2,5,319.31844758987427
10260,poly_tree,12,200,0021,2,6,263.11586022377014
10261,poly_tree,12,200,0021,2,7,251.80269193649292
10262,poly_tree,12,200,0021,2,8,324.61318922042847
10263,poly_tree,12,200,0021,2,9,256.95330023765564
10264,poly_tree,12,200,0021,2,10,258.10745310783386
10265,poly_tree,12,200,0021,2,11,282.0017352104187
10266,poly_tree,12,200,0021,3,5,216.87677025794983
10267,poly_tree,12,200,0021,3,6,221.545743227005
10268,poly_tree,12,200,0021,3,7,268.91963362693787
10269,poly_tree,12,200,0021,3,8,321.9426245689392
10270,poly_tree,12,200,0021,3,9,305.8836872577667
10271,poly_tree,12,200,0021,3,10,362.4642407894135
10272,poly_tree,12,200,0021,3,11,255.75997710227963
10273,poly_tree,12,200,0021,4,5,535.92560338974
10274,poly_tree,12,200,0021,4,6,597.2143106460571
10275,poly_tree,12,200,0021,4,7,543.6627275943756
10276,poly_tree,12,200,0021,4,8,492.41148233413696
10277,poly_tree,12,200,0021,4,9,401.57885432243353
10278,poly_tree,12,200,0021,4,10,370.32050704956055
10279,poly_tree,12,200,0021,4,11,362.3339695930481
10280,poly_tree,12,200,0022,0,5,430.11710262298584
10281,poly_tree,12,200,0022,0,6,455.1631188392639
10282,poly_tree,12,200,0022,0,7,396.5268144607544
10283,poly_tree,12,200,0022,0,8,405.452942609787
10284,poly_tree,12,200,0022,0,9,357.01729798316956
10285,poly_tree,12,200,0022,0,10,371.6697733402252
10286,poly_tree,12,200,0022,0,11,347.23136854171753
10287,poly_tree,12,200,0022,1,5,388.1719949245453
10288,poly_tree,12,200,0022,1,6,447.78646779060364
10289,poly_tree,12,200,0022,1,7,408.0782809257507
10290,poly_tree,12,200,0022,1,8,629.3623123168945
10291,poly_tree,12,200,0022,1,9,364.74445390701294
10292,poly_tree,12,200,0022,1,10,325.76901602745056
10293,poly_tree,12,200,0022,1,11,304.7808656692505
10294,poly_tree,12,200,0022,2,5,343.73855686187744
10295,poly_tree,12,200,0022,2,6,426.9630131721497
10296,poly_tree,12,200,0022,2,7,517.5352637767792
10297,poly_tree,12,200,0022,2,8,538.5773754119873
10298,poly_tree,12,200,0022,2,9,483.0276324748993
10299,poly_tree,12,200,0022,2,10,433.4466671943664
10300,poly_tree,12,200,0022,2,11,368.6658792495728
10301,poly_tree,12,200,0022,3,5,794.9691200256348
10302,poly_tree,12,200,0022,3,6,642.8591024875641
10303,poly_tree,12,200,0022,3,7,587.8873825073242
10304,poly_tree,12,200,0022,3,8,964.5711786746979
10305,poly_tree,12,200,0022,3,9,1015.0223820209502
10306,poly_tree,12,200,0022,3,10,1048.3009855747223
10307,poly_tree,12,200,0022,3,11,1145.5029497146606
10308,poly_tree,12,200,0022,4,5,540.9480299949646
10309,poly_tree,12,200,0022,4,6,537.5275375843048
10310,poly_tree,12,200,0022,4,7,557.0153901576996
10311,poly_tree,12,200,0022,4,8,582.8841769695282
10312,poly_tree,12,200,0022,4,9,614.9010808467865
10313,poly_tree,12,200,0022,4,10,1175.5388877391815
10314,poly_tree,12,200,0022,4,11,805.7602372169495
10315,poly_tree,12,200,0023,0,5,1263.6881668567657
10316,poly_tree,12,200,0023,0,6,732.7927854061127
10317,poly_tree,12,200,0023,0,7,942.4966797828674
10318,poly_tree,12,200,0023,0,8,657.2446057796478
10319,poly_tree,12,200,0023,0,9,640.8069722652435
10320,poly_tree,12,200,0023,0,10,783.4525227546692
10321,poly_tree,12,200,0023,0,11,694.4632539749146
10322,poly_tree,12,200,0023,1,5,1014.5363414287567
10323,poly_tree,12,200,0023,1,6,950.9441137313843
10324,poly_tree,12,200,0023,1,7,1531.2300460338593
10325,poly_tree,12,200,0023,1,8,1386.7350351810455
10326,poly_tree,12,200,0023,1,9,1515.4633429050446
10327,poly_tree,12,200,0023,1,10,1590.1920084953308
10328,poly_tree,12,200,0023,1,11,2021.5339827537532
10329,poly_tree,12,200,0023,2,5,177.80649209022522
10330,poly_tree,12,200,0023,2,6,196.49861454963684
10331,poly_tree,12,200,0023,2,7,242.468442440033
10332,poly_tree,12,200,0023,2,8,207.96530628204349
10333,poly_tree,12,200,0023,2,9,211.94035816192627
10334,poly_tree,12,200,0023,2,10,267.7203335762024
10335,poly_tree,12,200,0023,2,11,252.31230401992798
10336,poly_tree,12,200,0023,3,5,338.13859701156616
10337,poly_tree,12,200,0023,3,6,419.09235429763794
10338,poly_tree,12,200,0023,3,7,376.18640398979187
10339,poly_tree,12,200,0023,3,8,383.91419863700867
10340,poly_tree,12,200,0023,3,9,322.5240623950958
10341,poly_tree,12,200,0023,3,10,292.5516707897186
10342,poly_tree,12,200,0023,3,11,301.28381276130676
10343,poly_tree,12,200,0023,4,5,170.20420265197754
10344,poly_tree,12,200,0023,4,6,179.2924280166626
10345,poly_tree,12,200,0023,4,7,189.77848529815674
10346,poly_tree,12,200,0023,4,8,233.40541911125183
10347,poly_tree,12,200,0023,4,9,174.59583139419556
10348,poly_tree,12,200,0023,4,10,199.0649402141571
10349,poly_tree,12,200,0023,4,11,261.6807858943939
10350,poly_tree,12,200,0024,0,6,323.94838881492615
10351,poly_tree,12,200,0024,0,7,299.7418210506439
10352,poly_tree,12,200,0024,0,8,340.9693183898926
10353,poly_tree,12,200,0024,0,9,297.6054496765137
10354,poly_tree,12,200,0024,0,10,283.1874644756317
10355,poly_tree,12,200,0024,0,11,306.4106161594391
10356,poly_tree,12,200,0024,0,12,279.89568042755127
10357,poly_tree,12,200,0024,1,6,523.1339662075043
10358,poly_tree,12,200,0024,1,7,523.6054508686066
10359,poly_tree,12,200,0024,1,8,571.0509729385376
10360,poly_tree,12,200,0024,1,9,543.2899081707001
10361,poly_tree,12,200,0024,1,10,518.3595042228699
10362,poly_tree,12,200,0024,1,11,498.23081636428833
10363,poly_tree,12,200,0024,1,12,593.4887244701385
10364,poly_tree,12,200,0024,2,6,356.1389949321747
10365,poly_tree,12,200,0024,2,7,424.73611974716187
10366,poly_tree,12,200,0024,2,8,399.25471806526184
10367,poly_tree,12,200,0024,2,9,442.32241654396057
10368,poly_tree,12,200,0024,2,10,376.78426480293274
10369,poly_tree,12,200,0024,2,11,363.4283056259155
10370,poly_tree,12,200,0024,2,12,489.38277864456177
10371,poly_tree,12,200,0024,3,6,102.29298782348633
10372,poly_tree,12,200,0024,3,7,110.61501622200012
10373,poly_tree,12,200,0024,3,8,119.92717933654787
10374,poly_tree,12,200,0024,3,9,127.46289324760438
10375,poly_tree,12,200,0024,3,10,124.14054989814758
10376,poly_tree,12,200,0024,3,11,181.545574426651
10377,poly_tree,12,200,0024,3,12,110.93911504745482
10378,poly_tree,12,200,0024,4,6,279.77395701408386
10379,poly_tree,12,200,0024,4,7,257.53602504730225
10380,poly_tree,12,200,0024,4,8,280.7239155769348
10381,poly_tree,12,200,0024,4,9,319.9897186756134
10382,poly_tree,12,200,0024,4,10,293.1392958164215
10383,poly_tree,12,200,0024,4,11,240.3033676147461
10384,poly_tree,12,200,0024,4,12,229.1629137992859
10385,poly_tree,12,200,0025,0,5,636.5928380489349
10386,poly_tree,12,200,0025,0,6,887.1688914299011
10387,poly_tree,12,200,0025,0,7,766.7338380813599
10388,poly_tree,12,200,0025,0,8,901.6319637298584
10389,poly_tree,12,200,0025,0,9,640.267302274704
10390,poly_tree,12,200,0025,0,10,829.8569986820221
10391,poly_tree,12,200,0025,0,11,803.6268076896667
10392,poly_tree,12,200,0025,1,5,314.07698011398315
10393,poly_tree,12,200,0025,1,6,419.5674114227295
10394,poly_tree,12,200,0025,1,7,366.5736105442047
10395,poly_tree,12,200,0025,1,8,375.40955567359924
10396,poly_tree,12,200,0025,1,9,288.1440131664276
10397,poly_tree,12,200,0025,1,10,262.71409273147583
